span,type,count
Demo介绍,S,1
Roadmap介绍,S,1
技术支援,S,1
技术方案评估,S,1
项目盈利,S,1
Costdown,S,1
Skill,S,1
客户质量目标拆解,S,1
全面质量策划,S,1
车载产品客户质量要求及质量标准的评估,S,1
车载产品检验计划的设计和制定,S,1
车载产品新品项目早期风险识别,S,1
风险Issue的监控,S,1
车载产品从IQC入料，生产制造，客户上线，终端使用整个过程的质量管理,S,1
车载客诉临时措施,S,1
长期改善措施的评估及效果确认,S,1
管理标准品模组&商业面板开发过程,S,1
合理调度资源,S,1
控制项目成本&产能,S,1
主持项目例会,S,1
更新项目进展状态,S,1
推动项目相关问题的分析及解决,S,1
组织项目跨里程碑的相关活动,S,1
收集项目资料,S,1
生产计划安排,S,1
跟催订单生产进度,S,1
协调生产异常处理,S,1
外协计划,S,1
物料齐套跟进,S,1
规范制图,S,1
3D绘制,S,1
项目立项会,S,1
项目周例会,S,1
制定项目进度计划,S,1
重要问题跟进,S,1
产品及过程确认,S,1
项目量产,S,1
项目各关键时间节点管控,S,1
收尾各阶段工作,S,1
收集项目APQP资料,S,1
跟踪项目问题,S,1
日程关闭,S,1
项目阶段评审会议,S,1
处理项目日常事宜,S,1
问题升级汇报,S,1
项目、技术方案的讲解,S,1
销售产品的货款回收,S,1
国内资料翻译,S,1
海外工作业务对接,S,1
出入境及短、长期居留法律手续办理,S,1
安排交通,S,1
处理文件信函,S,1
车辆维护,S,1
办公设备采购,S,1
编制公司年度预算,S,1
跟进预算执行情况,S,1
社保及公积金月度申报,S,1
处理员工相关福利待遇,S,1
羽毛球,S,1
篮球,S,1
装箱计算,S,1
制作相关报关清关资料,S,1
跟踪样品交期,S,1
合同及各类协议翻译,S,1
收集相关客诉信息,S,1
分析原因,S,1
回复8D报告/CAR,S,1
稽核改善措施实施情况,S,1
NPI spec评审,S,1
可靠性评估,S,1
COA制作,S,1
实验单填写确认,S,1
图纸回签,S,1
转换为公司内部质量控制标准,S,1
APQP资料提交,S,1
计算机能力,S,1
产品资料编辑上传,S,1
提高review的质量和数量,S,1
规避账号的各类安全问题,S,1
熟练使用常用办公软件,S,1
关务管理经验,S,1
进出口业务的开展,S,1
协助海关、税务等政府机构完成进口商品的报关、报检,S,1
维护现有客户的业务关系,S,1
输出对策,S,1
资金风险管理,S,1
库存风险管理,S,1
毛利任务,S,1
制定市场分析报告,S,1
产品需求分析报告,S,1
规划适合市场销售的产品线,S,1
制定和执行区域销售业务计划,S,1
客人接待,S,1
精通销售技巧,S,1
研发职能类工作,S,1
平台搭建,S,1
发展计划制定,S,1
组织收集、解读药品注册申报的法规政策和技术要求等动态信息,S,1
优秀技能,S,1
留学经历,S,1
游戏本地化,S,1
版本内容验收,S,1
文本翻译,S,1
内容校对,S,1
创造话题性,S,1
增加玩家互动,S,1
沉淀用户,S,1
商店包装,S,1
监控后台数据,S,1
优化改进,S,1
分析与调研,S,1
销售与服务,S,1
需求评估,S,1
设备方案规划,S,1
设备技术标准编写,S,1
客户关系建立及维护,S,1
技术方案确定,S,1
出货管理,S,1
市场销售实施经验,S,1
管理和维护现有区域代理商,S,1
拓展所负责区域的国际销售业务,S,1
建立、完善海外销售网络,S,1
实施产品推广计划,S,1
制订目标市场产品推广策略,S,1
展会的筹办、推广,S,1
组织进行展台设计、布展,S,1
准备并确认宣传材料文案的完备性,S,1
策划并安排来访之细节工作,S,1
监督已达成订单之跟进,S,1
收货情况,S,1
安装与调试,S,1
教学,S,1
设备资料翻译,S,1
安装现场即时翻译,S,1
业务资料的整理,S,1
订单录入系统,S,1
帐开票管理,S,1
发票签收,S,1
入帐情况,S,1
回款计划,S,1
数据汇总及分析,S,1
销售统计表,S,1
出货计划跟踪表,S,1
交期达成率,S,1
体系工作落实执行,S,1
新产品过程管控,S,1
洞察锂电池市场,S,1
把握客户痛点,S,1
建立可信赖的关系,S,1
制定长期策略和产品方案,S,1
满足客户需求导入,S,1
大客户公关经验,S,1
完善视觉相关的技术文档,S,1
分配,S,1
相关代码开发,S,1
独立研发,S,1
系统人机交互的设计与实现,S,1
Android原生APP相关开发经验,S,1
SQLLite,S,1
人才市场调研,S,1
综合评估,S,1
面试反馈收集,S,1
面试进度,S,1
数据处理方法,S,1
洗衣机市场调研,S,1
制定并执行区域营销策略,S,1
组织和参与行业展会,S,1
生产工艺改进,S,1
化学实验,S,1
南美西语市场开拓,S,1
维护公司现有老客户,S,1
创造订单业绩,S,1
处理生产过程中的品质和货期问题,S,1
配件供应,S,1
撰写商务文书,S,1
修改商务文书,S,1
展会活动,S,1
协调生产、运输等部门,S,1
书面和口头沟通,S,1
管理及维护渠道日常销售业务,S,1
客户群突破,S,1
研讨会/论坛等专业推广活动,S,1
提升品牌当地影响力,S,1
外贸业务开拓,S,1
争取订单,S,1
巩固老客户,S,1
执行方案,S,1
样品的申请,S,1
销售辅助工作,S,1
跟踪订单的生产进度,S,1
检查生产产品,S,1
安排产品的发货,S,1
产生销售,S,1
完成合同签署,S,1
审核原始凭证,S,1
使用会计科目,S,1
填制记账凭证,S,1
记账凭证编号,S,1
开具公司***,S,1
保管好发票,S,1
往来款项清理,S,1
财产物资清理,S,1
盘存工作,S,1
招聘工作效率,S,1
制定人才选聘计划与引进策略,S,1
海外招聘经验,S,1
质量、环境体系建立,S,1
工厂审核,S,1
来料质量改进,S,1
客诉FAE/8D检讨,S,1
电力管理,S,1
公关事宜处理,S,1
矿企外联经验,S,1
解决项目中的问题,S,1
参与项目的选型和评估,S,1
日系项目、团队管理经验,S,1
翻译知识收集,S,1
改善销售政策及流程,S,1
评估销售风险,S,1
采取措施控制销售风险,S,1
识别销售数据,S,1
解决业务部门复杂的销售问题,S,1
计算机基础操作,S,1
失败分析,S,1
报告管理,S,1
NI平台上HIL测试操作,S,1
诊断工具,S,1
光学相关产品的销售及推广,S,1
业务操作,S,1
审核和缮制,S,1
BOI相关操作,S,1
商务合同洽谈,S,1
订单下发,S,1
跟踪生产反馈,S,1
沟通售后服务,S,1
议付及收款处理,S,1
网络和服务器存储管理,S,1
IT硬件维护,S,1
三层网络架构项目管理,S,1
华为网络设备,S,1
AC,S,1
AP,S,1
IDS,S,1
防**,S,1
漏洞评估工具,S,1
管理监控,S,1
服务器配置,S,1
架设,S,1
域服务器,S,1
DHCP服务器,S,1
DNS服务器,S,1
WEB服务器,S,1
数据库服务器,S,1
邮件服务器,S,1
LINUX系统,S,1
CENTOS7/8,S,1
LINUX服务器,S,1
存储系统,S,1
EMC/HDS,S,1
虚拟化产品,S,1
VMware/Citrix,S,1
新建,S,1
clone,S,1
快照,S,1
存储空间管理整合,S,1
权限管控,S,1
权限管理,S,1
改造方案,S,1
系统搭建,S,1
补丁升级,S,1
网络设备调试,S,1
ACL策略,S,1
VLAN配置,S,1
上网行为管理,S,1
防**软件,S,1
**库更新,S,1
IP-GUARD,S,1
准入系统管理,S,1
客户端策略管控,S,1
监控记录,S,1
安全运维报告,S,1
物理环境检查,S,1
运行日志,S,1
排除故障,S,1
完善信息安全管理制度,S,1
落实网络安全管理制度,S,1
用户管理,S,1
应急预案制定,S,1
应对审核,S,1
自动化方案推进,S,1
设备/模具导入,S,1
先期质量策划,S,1
过程质量策划,S,1
产品检试验方法策划,S,1
监督产品生产,S,1
全尺寸检验,S,1
组织送样产品评审,S,1
制定量产初期特殊管理体制,S,1
组织相关责任人员,S,1
开展围堵,S,1
采取相应的改善措施,S,1
有效管控,S,1
工程变更评审,S,1
断点管理,S,1
整理归档,S,1
协调公司资源,S,1
开票及回款跟踪,S,1
验证工作,S,1
优化产品,S,1
解决注塑过程中的问题,S,1
工艺技术培训及指导,S,1
跟踪和应用新技术,S,1
调试成型工艺,S,1
软件开发架构,S,1
软件开发的标准化,S,1
平台化,S,1
体系流程,S,1
软件开发能力,S,1
车规级软件开发,S,1
充电桩,S,1
OBC,S,1
DCDC开发经验,S,1
软件平台搭建经验,S,1
代码的静态测试,S,1
车规级MCU开发经验,S,1
嵌入式操作系统开发经验,S,1
应用层,S,1
蓝牙,S,1
通信相关的软件正向开发,S,1
自动化测试经验,S,1
软件集成经验,S,1
系统开发经验,S,1
低功耗蓝牙芯片开发经验,S,1
强电相关的软件开发经验,S,1
Jenkins,S,1
CAN网络通信,S,1
网络诊断,S,1
网络管理,S,1
配光分析标准参数,S,1
配光设计规范,S,1
车灯光学设计经验,S,1
项目的整体管理,S,1
嵌入式行业开发经验,S,1
Android,S,1
车载软件开发项目管理经验,S,1
库存积压,S,1
经营效率,S,1
效益,S,1
过程监督,S,1
效果总结分析,S,1
市场费用使用,S,1
费用使用效益,S,1
巴西留学经验,S,1
成本目标,S,1
成本低减活动,S,1
制定编写,S,1
总结过程质量提升方案,S,1
分析缺陷问题产生的原因及提出预防措施的能力,S,1
协调处理质量问题,S,1
工艺操作,S,1
入金交易,S,1
投资者教育,S,1
留存,S,1
维护服务,S,1
处理外贸事务的能力,S,1
跟踪监督,S,1
各种办公软件,S,1
产品设计把控,S,1
关键器件选型制定,S,1
需求包需求的分解分配,S,1
产品包需求的形成,S,1
新产品的新技术、新功能规划,S,1
战略控制点的识别,S,1
牵引,S,1
分解硬件领域开发计划,S,1
领域开发策划,S,1
高风险项策划,S,1
资源推动,S,1
梳理硬件开发框架,S,1
优化开发效率,S,1
表格数据处理,S,1
红土镍矿原料采购,S,1
海外矿产资源采购,S,1
对外贸易经验,S,1
行政事务管理,S,1
总务工作,S,1
设备采购,S,1
外联事宜,S,1
协调各类行政会议,S,1
跟进会议决议,S,1
出差及定期计划性客户拜访,S,1
参加国内外各类展会,S,1
日文工作,S,1
组织开展制程巡检工作,S,1
例行质量检查工作,S,1
组织开展不合格品评审工作,S,1
组织制订纠正、预防和改进措施,S,1
跟踪和验证,S,1
督促相关部门及时解决,S,1
生产工序关键点的质量检验工作,S,1
防止不合格品流入下道工序,S,1
年度、季度、月度质量统计工作,S,1
专项改善工作,S,1
组织相关部门专项会议讨论,S,1
部门内部人员调配,S,1
制程管理相关工作经验,S,1
中日文的资料互译工作,S,1
外籍人员在中国期间的翻译,S,1
日语翻译相关的工作,S,1
机械设计研发管理体系建设,S,1
完善和优化,S,1
流程规划,S,1
里程碑节点及交付物制定,S,1
标准制度的编制,S,1
机械设计研发管理,S,1
技术协议评审,S,1
设计开发过程评审,S,1
交付物审核,S,1
变更管理及分析,S,1
机械工程师培训策划管理,S,1
组织面向设计工程师的能力培训,S,1
机械设计研发及管理工作,S,1
半导体设备领域工作经验,S,1
产品经理或项目经理经验,S,1
PDM系统,S,1
营销规划,S,1
订单谈判,S,1
采购流程和方法进行优化,S,1
财务日常核算,S,1
费用支付审核,S,1
年度财务预算编列,S,1
分析管理,S,1
成本及费用分析,S,1
资金计划与管理,S,1
支出审核,S,1
汇报公司经营状况,S,1
海外业务的开发,S,1
国际市场活动统筹,S,1
公司外贸网站及第三方推广平台管理,S,1
工业设备类销售经验,S,1
独立开发和维护客户的能力,S,1
项目销售工作,S,1
组织投标/应标工作,S,1
解决投标过程中出现的内外问题,S,1
维护客户和渠道关系,S,1
渠道营销水平,S,1
优化渠道结构,S,1
搜集市场情报,S,1
制定市场营销计划,S,1
项目/系统解决方案,S,1
制定实施计划,S,1
解决项目环节中的所有问题,S,1
海外产品销售经验,S,1
海外市场营销经验,S,1
具体设备、辅耗材、治具等在内的各项商务和采购工作,S,1
协调并处理所负责采购产品中相关物流及关务事宜,S,1
管理并完善半导体供应商体系,S,1
供应端相关信息调研工作,S,1
半导体项目过程中商务对接,S,1
相关谈判议价,S,1
相关协议文件处理工作,S,1
合作项目各项材料准备与整理,S,1
半导体设备/相关耗材、parts，IC、化学品采购经验,S,1
协助目前中东非负责人跟进中东非市场开拓,S,1
对接前端客户需求和售后问题,S,1
解决闭环,S,1
维护现有客户商机和订单,S,1
协助大区负责人维护新的客户,S,1
跟进目前公司售前，售中，售后对接目前产品规划，项目需求跟进等事项,S,1
新项目质量需求识别,S,1
客户质量要求的沟通和传递,S,1
组织新产品阶段样品出货评审,S,1
新产品开发阶段质量文件交付,S,1
PPAP资料,S,1
量产阶段客户工程变更的确认,S,1
向客户提交内部工程变更的申请,S,1
组织客户投诉和退货不良问题分析,S,1
统筹客户质量主导的审核和例行稽查,S,1
主导客户质量窗口的交流和拜访,S,1
客户质量满意度调研,S,1
Made-in-China,S,1
GOOGLE,S,1
外贸业务相关网站平台,S,1
商务洽谈技巧,S,1
生产设计,S,1
测试文档发布,S,1
电器类设计,S,1
产品技术资料提供支持,S,1
优化制造基地的整体生产运营,S,1
执行监控,S,1
调度协调,S,1
主导生产流程优化,S,1
设备升级,S,1
工艺改进,S,1
优化库存水平,S,1
制定并实施员工培训计划,S,1
建立健全安全生产责任制,S,1
市场感应能力,S,1
校审,S,1
编制季度、年度外贸销售计划,S,1
制定相应的外贸销售策略,S,1
市场梳理,S,1
风控管理,S,1
报表及分析,S,1
客户挖掘,S,1
数据分析判断能力,S,1
工业选址,S,1
工厂设备选型,S,1
工厂布局,S,1
工业试验,S,1
采购或购买策略,S,1
HSE和人机工程的衔接,S,1
定义工业开发支持团队需求资源,S,1
工作回顾,S,1
任务布置,S,1
驱动责任制,S,1
人力配置和培训计划,S,1
批准下列上游流程开发活动,S,1
HSE和人际工程的融合,S,1
协调生产设备和工装的安装和投产,S,1
改善启动管理流程,S,1
成本降低和结果导向,S,1
推进项目从接触到落地,S,1
设备营销思维,S,1
制定项目阶段性目标,S,1
项目总体控制计划,S,1
管理和控制项目生命周期的质量、进度、成本和风险,S,1
组织项目过程中的相关会议,S,1
编写会议纪要,S,1
PO部件合同的ERP录入,S,1
材料发货工作与进度协调,S,1
生产进度跟催,S,1
各阶段货款追收监督跟催,S,1
责任客户费用结算发起,S,1
跟进内部的满足情况,S,1
执行年度、季度、月度销售计划,S,1
描述,S,1
转化客户的新需求,S,1
执行市场推广与宣传行动计划,S,1
维护与客户尤其是大客户的关系,S,1
运维支持,S,1
上线切换,S,1
管理支持性工作,S,1
后台配置,S,1
项目实施经验,S,1
动力电池售后诊断技术,S,1
ZMAX,S,1
行业分析,S,1
展会推广组织,S,1
语言技能,S,1
语言理解能力,S,1
记忆力,S,1
领导内部团队,S,1
带领团队,S,1
售后维护,S,1
调试主计划制定,S,1
维护监督,S,1
制定和更新消防系统建设标准,S,1
变更方案,S,1
异常排查,S,1
阅读英文资料,S,1
收集、整理和分析客户需求,S,1
TO B销售经验,S,1
负责公司产品的销售,S,1
外贸业务销售经验,S,1
电子销售经验,S,1
融资工作经验,S,1
负责公司俄语市场的外贸助理业务,S,1
与客户进行沟通,S,1
确保订单完成,S,1
参与新客户的拓展和老客户的维护工作,S,1
制作并执行俄语外贸合同,S,1
确保合同的合规性和有效性,S,1
负责制定和完善公司岗位编制,S,1
根据公司岗位编制，负责协调、统计各部门的招聘需求,S,1
编制年度/月度人员招聘计划,S,1
负责员工薪酬的二次审批,S,1
负责协调安排EHS的工作,S,1
负责协调安排好员工培训工作,S,1
做好员工关怀,S,1
负责协调安排好IT的工作,S,1
负责与各部门的沟通、协调工作,S,1
安排好底下行政专员,S,1
保障好中国员工的衣食住行,S,1
HR相关工作经验,S,1
协调项目进度,S,1
管理项目需求,S,1
识别并及时处理项目风险,S,1
评审会,S,1
管理项目沟通,S,1
汇报进度,S,1
制定产品销售方案,S,1
团队工作计划,S,1
收集并分析产品市场信息,S,1
筛选并录用,S,1
设计并实施员工培训与发展计划,S,1
形成文件记录,S,1
形成理论,S,1
了解应用与客户需求,S,1
工艺做相应的改进,S,1
跟踪总结,S,1
完成相关专利的编写,S,1
熟练运用办公软件,S,1
编制智利市场市场的销售计划,S,1
协助区域总监做好智利市场的客户的建立及升级管理工作,S,1
智利市场人员进行工作赋能,S,1
找出工作存在的不足并提出政策方案,S,1
上交区域内的月报、季度报告，产品报告等,S,1
RFI/RFQ评估介入规划项目时程,S,1
主导新品阶段厂内设计变更导入及客户端变更导入,S,1
新产品设计开发过程中的质量方案的策划和管控,S,1
供应商的质量能力辅导和管控,S,1
生产全过程的质量监督与管理,S,1
CAE仿真,S,1
.net,S,1
商务预测,S,1
文件制作,S,1
识别超期账款,S,1
催缴回款,S,1
QAD,S,1
深度挖掘,S,1
作成部品级，机能系统的布置、需求定义、构想书、控制图,S,1
梳理和优化公司业务流程,S,1
定制,S,1
账务管理,S,1
安排支付,S,1
入离职手续办理,S,1
考勤表制作,S,1
邀约,S,1
市场研究与分析,S,1
业务协助,S,1
市场推广支持,S,1
准备宣传材料,S,1
厂内调试,S,1
韩语文件和材料的翻译,S,1
韩语翻译经验,S,1
翻译工具和设备,S,1
阀门类（球阀、井口）锻件生产经验,S,1
设计油压机上用工装夹具,S,1
辗环机上用异形模具,S,1
详细设计书,S,1
制定并执行,S,1
拓展和维护,S,1
组建和管理,S,1
组织和策划,S,1
客户的开拓,S,1
检测室设备管理,S,1
内外校管理,S,1
系统分析,S,1
检测保证,S,1
工程改造方案,S,1
溯源及优化,S,1
优化现有测试流程,S,1
数据跟踪,S,1
分析及跟踪处理,S,1
检测人员培训,S,1
理解英文文献,S,1
项目风险管控,S,1
推动项目进度,S,1
处理项目进行过程中出现的问题及风险,S,1
评估项目风险,S,1
商旅业务管理,S,1
签证,S,1
梳理差旅问题,S,1
Design,S,1
execute lab studies,S,1
Participate,S,1
执行实验研究,S,1
tech transfer,S,1
转入,S,1
转出,S,1
determine process parameters,S,1
确定可用于生产规模的工艺参数,S,1
Provide technical support,S,1
develop timely solutions,S,1
提供及时的技术支持,S,1
Support authoring,S,1
provide answers,S,1
支持申报资料的撰写,S,1
Support audits,S,1
inspections,S,1
支持审计,S,1
核查,S,1
practical experience,S,1
Demonstrated capability,S,1
manufacturing support,S,1
Operational experience,S,1
拉动公司各个部门启动项目,S,1
定义项目章程,S,1
实施指导策略,S,1
项目预验收前的项目总体计划跟踪管理,S,1
组织项目组、项目团队识别项目级风险,S,1
组织、领导现场团队实施项目出厂后的交付任务,S,1
制定项目款回收策略,S,1
项目执行过程中的综合信息管理,S,1
存档工作,S,1
上流设计（基本设计以上）经验,S,1
竞品信息收集,S,1
策略分析,S,1
营销策略提议,S,1
实销管理,S,1
新品上市,S,1
营销活动策略,S,1
提报产品开发建议,S,1
海外销售岗位工作经验,S,1
国际贸易,S,1
开发国外专用车贸易业务,S,1
寻求跟踪国外客户,S,1
后期跟进工作,S,1
了解市场信息,S,1
执行公司的销售计划,S,1
产品在国外市场的推广和销售,S,1
团队激励,S,1
开发新产品及新客户,S,1
提出销售策略调整的建议,S,1
优化和促进公司供应链的开发和发展,S,1
海外客户开发和对接,S,1
制作出货报关资料,S,1
业务跟单工作,S,1
业务合同、单据的制作,S,1
贸易系统各流程数据的录入及流转,S,1
设计制造产品包装方案,S,1
编制包装指导书,S,1
编制物料新增申请单,S,1
SAP主数据更新,S,1
编制产品包装运输费用预测,S,1
优化产品包装,S,1
日常运营管理,S,1
制定并执行贸易策略,S,1
寻找新市场和商机,S,1
管理现有业务流程,S,1
定期回访沟通,S,1
提供定制化服务,S,1
拓展客户基础,S,1
制定和审核贸易合同,S,1
监控货物运输过程,S,1
部门团队建设,S,1
识别并管理国际贸易中的各种风险,S,1
费用结算,S,1
分析国际贸易市场环境,S,1
收集和分析竞争对手信息,S,1
接收、核对和确认客人定单,S,1
出货任务,S,1
款项跟催,S,1
总结销售报告,S,1
执行日常各种相关窗体,S,1
解决销售工程开发新项目所遇到问题,S,1
处理日常业务,S,1
引进和导入客户的信息,S,1
跟进销售订单的输入和输出工作,S,1
协助客户和提供内部生产信息,S,1
提供售后的服务活动,S,1
日语初级别课程的授课计划实施,S,1
评议,S,1
教务助理工作,S,1
落实采购订单,S,1
原材料、零部件、辅料等采购跟单,S,1
扩大产品销售,S,1
韩语客户对接经验,S,1
采取应对方案,S,1
解决客户质量问题,S,1
故障树,S,1
推动责任部门改善,S,1
收集客户投诉的履历,S,1
建立经验教训库,S,1
质量预防,S,1
推动相关部门改善,S,1
汇总周报、月报客户质量投诉信息,S,1
分享处理进展,S,1
领导一个project的开发,S,1
纠错,S,1
领导推进项目,S,1
带队经验,S,1
品牌推广策略,S,1
进出口外贸业务操作,S,1
处理国外客户信函,S,1
内容产出能力,S,1
法语翻译工作经验,S,1
理解公司业务,S,1
审核翻译结果,S,1
校对关键术语,S,1
修改和审订笔译译文,S,1
审核机器翻译结果,S,1
确认和校对关键术语,S,1
挖掘和理解用户需求,S,1
洞察市场及竞品动态,S,1
产品规划设计,S,1
制定产品技术路线,S,1
编写需求分析文档,S,1
跟踪研发进度,S,1
把控交付质量,S,1
推动解决方案产品化,S,1
产品需求调研,S,1
功能策划,S,1
研发落地经验,S,1
尝试新技术和新产品,S,1
保证翻译质量,S,1
接受领导分配的翻译任务,S,1
完成部门内开展的会议与交流的翻译工作,S,1
账号管理,S,1
产品定价上架,S,1
确保帐号安全,S,1
调动公司资源,S,1
提出图片，A+，视频等需求,S,1
产品描述和关键词优化,S,1
CPC广告数据分析及优化,S,1
提高产品排名,S,1
站内外活动的提报,S,1
站外引流推广,S,1
全方位维护和打造,S,1
补库存备货,S,1
及时跟进平台各项政策和制度更新,S,1
书面能力,S,1
推广工具的使用,S,1
操作Amazon帐号,S,1
Allegro,S,1
Darty,S,1
Kaufland（de）,S,1
Cdon,S,1
Bol,S,1
Fnac,S,1
Cdiscount,S,1
OTTO,S,1
乐天,S,1
长线精品运营能力,S,1
确保设备正常、高效运行,S,1
快速维修,S,1
组织TPM活动开展,S,1
提升设备性能稼动率,S,1
提升自动化水平,S,1
参与项目方案制定,S,1
提供准确电气方案报价,S,1
参与已有项目,S,1
完成电气设计,S,1
整理清单并下发,S,1
MVC,S,1
MVP,S,1
MVVM架构,S,1
渠道合作能力,S,1
电气自动化部件选型,S,1
自动化控制程序编程,S,1
上位机程序编程,S,1
协调项目的执行工作,S,1
确定项目目标,S,1
制定相应的项目策略和措施,S,1
管理和控制项目的进度、质量和成本,S,1
总结项目经验,S,1
分享经验,S,1
专案推行指导,S,1
体系文件执行审核,S,1
建立和规范化工厂Operation 流程,S,1
建立内审QPA,S,1
标准眼,S,1
品质管理方法,S,1
大数据应用,S,1
韩系消费电子客户对接经验,S,1
质量项目管理经验,S,1
可行性研究报告,S,1
合成,S,1
配方类,S,1
提升和优化薪酬的合理性、公平性和激励性,S,1
协调相关部门和人员,S,1
提供薪酬福利方面的预算数据和分析,S,1
业务销售开发,S,1
催促、跟进客户回款,S,1
西班牙语文件的翻译和审校,S,1
整理及存档,S,1
对外公共关系维护,S,1
感官的取样和测试,S,1
理化验室设备校准和维护,S,1
数据的收集和汇报,S,1
检测认证服务,S,1
根本原因分析,S,1
质量调查,S,1
设计数据加工工艺和流程改进,S,1
泰语文档、邮件、合同等书面材料的翻译工作,S,1
泰语口译工作,S,1
项目开发实施,S,1
项目整体技术方案,S,1
研发部开发资源分配,S,1
创新至产品转化的研发流程,S,1
目标市场和客户需求挖掘,S,1
设备销售,S,1
审核公司的各类合同、协议,S,1
处理各类诉讼或非诉法律事务问题,S,1
解决公司经济纠纷,S,1
项目谈判,S,1
法律咨询及服务,S,1
法律及合规风险防范体系的建设,S,1
规章制度合法性审查,S,1
整改措施,S,1
现场项目管理,S,1
软件硬件改善,S,1
指标改善,S,1
数据统计与分析,S,1
移设/入库Setup,S,1
会议报告材料筹备,S,1
软件开发成果物评审,S,1
光学测试,S,1
测试过程实施管理和控制,S,1
光学构成的VE,S,1
光学部品的选定,S,1
光学部品的现地化,S,1
新机种光学构成设计,S,1
映像光学架构设计,S,1
装调经验,S,1
冷冻食品销售工作经验,S,1
销售加工食品产品经验,S,1
内部政策与法律事务咨询,S,1
完善相关制度内容事宜,S,1
执行公司管理层的指示、方针、决定、决议、通知,S,1
检查执行情况,S,1
文件资料的翻译,S,1
对应业务委托相关事项,S,1
中西语互译,S,1
合同、技术文件、项目相关设计产品、来往信函等事项的西班牙和汉语互译,S,1
翻译相关工作,S,1
西班牙语区工作经验,S,1
西班牙留学经验,S,1
中西语口、笔互译能力,S,1
现场陪同翻译（同传、交传）的能力,S,1
工程类翻译经验,S,1
商务邮件写作,S,1
数据评审,S,1
问题整改跟踪,S,1
英语工程信函写作,S,1
市场发展策略制定,S,1
客户资料维护,S,1
客户结构筛选,S,1
客户结构调整,S,1
排除机械设备的各种故障,S,1
检查设备操作规程,S,1
保养制度,S,1
掌握分管设备运转状态,S,1
编制设备更新,S,1
大修等计划,S,1
归档上报资料,S,1
改进设计,S,1
急需配件设计,S,1
检查和做好油料和材料计划,S,1
配件准备,S,1
工具配备,S,1
指导焊工完成电焊,S,1
氧焊作业,S,1
检查各岗位设备维修保养工作,S,1
检查机械设备的各种书面报表和材料,S,1
组织废旧物资的回收,S,1
修旧利废,S,1
渠道代理商,S,1
解决方案支持,S,1
制定渠道开拓和管理策略,S,1
市场及渠道开拓,S,1
管理代理商,S,1
竞争力,S,1
拓展能力,S,1
故障,S,1
CAN总线测试,S,1
光学膜＆干膜市场开拓,S,1
业务攻关,S,1
售前售后服务,S,1
新产品的推进,S,1
组织协调项目全程管理,S,1
规范和改进,S,1
产品系列投产,S,1
成本报告及分析,S,1
纠正和预防措施的提出、分析、实施和落实,S,1
异常现象进行分析、跟踪、反馈及督促,S,1
费用预算审核及控制,S,1
联络和协调,S,1
反馈成本相关信息及异常波动情况,S,1
执行并追踪管理,S,1
主导产品方案及项目可行性、可靠性分析评审,S,1
反馈阶段性成果,S,1
分配任务,S,1
协调各配合部门保证项目顺利执行,S,1
协同解决在设计及样机制造阶段发证的技术以及质量问题,S,1
负责客户需求收集,S,1
预判客户不合理需求并沟通解决,S,1
定期汇报工作,S,1
推动项目有序进行,S,1
维护和开发海外相关西语区域市场,S,1
接待、维护,S,1
现场或者远程技术支持,S,1
产品信息收集,S,1
三维绘图软件,S,1
利用多种渠道开拓韩国市场,S,1
韩国市场信息反馈,S,1
提升产品质量,S,1
处理品质异常,S,1
制定各种与品质相关的检验标准与文件,S,1
记录问题点,S,1
组织各部门改善,S,1
总结改善报告,S,1
回复销售最优的交期,S,1
督促销售目标达成,S,1
收集月报,S,1
专业分析,S,1
制定技术方案,S,1
制定内部系统架构设计,S,1
系统技术规格书,S,1
测试需求,S,1
识别技术风险,S,1
系统FEMA设计,S,1
竞品对标,S,1
市场技术文献调研,S,1
项目开发方案制定,S,1
小试样板,S,1
洗护产品技术推介,S,1
开发和调整洗护产品配方,S,1
分析和追踪,S,1
制度体系搭建,S,1
风险识别处理,S,1
统筹组装工艺管理,S,1
组装工艺过程评审,S,1
开发方案,S,1
评审release,S,1
良率改善,S,1
Issue闭环,S,1
监控纠偏,S,1
制程审核,S,1
客诉改善,S,1
Lesson Learn整理,S,1
应用推广,S,1
收集客户端PPM数据,S,1
汇报PPM报告,S,1
客户特殊需求识别,S,1
客户现场拜访,S,1
注塑工艺设计,S,1
后续处理,S,1
培训教案规范,S,1
教材规范,S,1
课件规范,S,1
人事档案整理,S,1
客户监造前期准备,S,1
客户监造组织,S,1
信息收集总结,S,1
改善计划组织,S,1
监造活动改进,S,1
开发日本市场客户,S,1
流程和管理建设,S,1
跟踪变更,S,1
过程质量管理工作的策划和实施,S,1
在线数据监控,S,1
客户投诉调查和处理,S,1
供应商审核,S,1
NPI产能规划方案输出,S,1
物料备料采购,S,1
首单交付,S,1
量产交付,S,1
ERP销售,S,1
输出运营规则,S,1
监控项目风险防控,S,1
产品生命周期规划,S,1
样品发送,S,1
客户开发策略,S,1
商机评审,S,1
客户来访管理,S,1
报价内部核算,S,1
降价核算,S,1
沟通客户,S,1
月度、季度和年度财务结算,S,1
回顾交付物,S,1
分解项目任务,S,1
调试验证,S,1
APQP/PPAP的文件建立,S,1
BOM表维护更新,S,1
模具、检具的开发、设计、调试验证,S,1
项目范围变更,S,1
搭建和维护项目管理文件,S,1
